Code/Year,Registered,Audit Date,Age of File
E1425/2022,2022-12-15,2024-05-31,533.0
E1442/2022,2022-12-20,2024-05-31,528.0
E1420/2022,2022-12-15,2024-05-31,533.0
E1417/2022,2022-12-15,2024-05-31,533.0
E1412/2022,2022-12-14,2024-05-31,534.0
E1397/2022,2022-12-09,2024-05-31,539.0
E1404/2022,2022-12-14,2024-05-31,534.0
E1387/2022,2022-12-07,2024-05-31,541.0
E1384/2022,2022-12-07,2024-05-31,541.0
E1398/2022,2022-12-09,2024-05-31,539.0
E1381/2022,2022-12-06,2024-05-31,542.0
E1383/2022,2022-12-07,2024-05-31,541.0
E1364/2022,2022-12-02,2024-05-31,546.0
E1708/2023,2023-11-16,2024-05-31,197.0
E1710/2023,2023-11-16,2024-05-31,197.0
E1711/2023,2023-11-16,2024-05-31,197.0
E1714/2023,2023-11-16,2024-05-31,197.0
E1717/2023,2023-11-16,2024-05-31,197.0
E1699/2023,2023-11-14,2024-05-31,199.0
E1698/2023,2023-11-14,2024-05-31,199.0
E1696/2023,2023-11-14,2024-05-31,199.0
E1697/2023,2023-11-08,2024-05-31,205.0
E1701/2023,2023-11-14,2024-05-31,199.0
E1703/2023,2023-11-14,2024-05-31,199.0
E1707/2023,2023-11-15,2024-05-31,198.0
E1721/2023,2023-11-17,2024-05-31,196.0
E1745/2023,2023-11-22,2024-05-31,191.0
E1756/2023,2023-11-23,2024-05-31,190.0
E1761/2023,2023-11-24,2024-05-31,189.0
E1751/2023,2023-11-23,2024-05-31,190.0
E1752/2023,2023-11-23,2024-05-31,190.0
E1753/2023,2023-11-23,2024-05-31,190.0
E1432/2023,2023-09-25,2024-05-31,249.0
E1435/2023,2023-09-26,2024-05-31,248.0
E1436/2023,2023-09-27,2024-05-31,247.0
E1438/2023,2023-09-26,2024-05-31,248.0
E1434/2023,2023-09-25,2024-05-31,249.0
E1439/2023,2023-09-26,2024-05-31,248.0
E1442/2023,2023-09-27,2024-05-31,247.0
E1443/2023,2023-09-26,2024-05-31,248.0
E1444/2023,2023-09-27,2024-05-31,247.0
E1446/2023,2023-09-26,2024-05-31,248.0
E1449/2023,2023-08-31,2024-05-31,274.0
E1456/2023,2023-09-29,2024-05-31,245.0
E1458/2023,2023-09-29,2024-05-31,245.0
E1459/2023,2023-09-29,2024-05-31,245.0
E1460/2023,2023-10-02,2024-05-31,242.0
E1462/2023,2023-10-02,2024-05-31,242.0
E1463/2023,2023-10-03,2024-05-31,241.0
E1465/2023,2023-10-03,2024-05-31,241.0
E1467/2023,2023-10-03,2024-05-31,241.0
E1429/2023,2023-09-25,2024-05-31,249.0
E1540/2023,2023-10-18,2024-05-31,226.0
E1542/2023,2023-10-18,2024-05-31,226.0
E1545/2023,2023-12-13,2024-05-31,170.0
E1392/2023,2023-09-15,2024-05-31,259.0
E1393/2023,2023-09-15,2024-05-31,259.0
E1541/2023,2023-10-16,2024-05-31,228.0
E1394/2023,2023-09-15,2024-05-31,259.0
E1396/2023,2023-09-18,2024-05-31,256.0
E1430/2023,2023-09-25,2024-05-31,249.0
E1431/2023,2023-09-25,2024-05-31,249.0
E1875/2023,2023-12-14,2024-05-31,169.0
E1876/2023,2023-12-14,2024-05-31,169.0
E1877/2023,2023-12-14,2024-05-31,169.0
E1878/2023,2023-12-14,2024-05-31,169.0
E1882/2023,2023-12-14,2024-05-31,169.0
E1884/2023,2023-12-15,2024-05-31,168.0
E1891/2023,2023-12-15,2024-05-31,168.0
E1889/2023,2023-12-15,2024-05-31,168.0
E1888/2023,2023-12-15,2024-05-31,168.0
E1892/2023,2023-12-18,2024-05-31,165.0
E1894/2023,2023-12-18,2024-05-31,165.0
E1895/2023,2023-12-18,2024-05-31,165.0
E1896/2023,2023-12-18,2024-05-31,165.0
E1897/2023,2023-12-18,2024-05-31,165.0
E1898/2023,2023-12-18,2024-05-31,165.0
1899/2023,2023-12-18,2024-05-31,165.0
1904/2023,2023-12-18,2024-05-31,165.0
1908/2023,2023-12-18,2024-05-31,165.0
1910/2023,2023-12-19,2024-05-31,164.0
1911/2023,2023-12-19,2024-05-31,164.0
1912/2023,2023-12-19,2024-05-31,164.0
1913/2023,2023-12-20,2024-05-31,163.0
1917/2023,2023-12-19,2024-05-31,164.0
1920/2023,2023-12-19,2024-05-31,164.0
E1915/2023,2023-12-19,2024-05-31,164.0
E1919/2023,2023-12-19,2024-05-31,164.0
E1927/2023,2023-12-21,2024-05-31,162.0
E1926/2023,2023-12-21,2024-05-31,162.0
E1928/2023,2023-12-21,2024-05-31,162.0
E1929/2023,2023-12-21,2024-05-31,162.0
1931/2023,2023-12-21,2024-05-31,162.0
1932/2023,2023-12-21,2024-05-31,162.0
1937/2023,2023-12-21,2024-05-31,162.0
1940/2023,2023-12-21,2024-05-31,162.0
1944/2023,2023-12-22,2024-05-31,161.0
1945/2023,2023-12-22,2024-05-31,161.0
1947/2023,2023-12-27,2024-05-31,156.0
1950/2023,2023-12-27,2024-05-31,156.0
1956/2023,2023-12-29,2024-05-31,154.0
1958/2023,2023-12-29,2024-05-31,154.0
148/2022,2022-02-08,2024-05-31,843.0
150/2022,2022-02-08,2024-05-31,843.0
153/2022,2022-02-08,2024-05-31,843.0
96/2022,2022-01-27,2024-05-31,855.0
97/2022,2022-01-27,2024-05-31,855.0
100/2022,2022-01-28,2024-05-31,854.0
101/2022,2022-01-27,2024-05-31,855.0
107/2022,2022-01-31,2024-05-31,851.0
104/2022,2022-01-31,2024-05-31,851.0
108/2022,2022-01-31,2024-05-31,851.0
109/2022,2022-01-28,2024-05-31,854.0
111/2022,2022-01-31,2024-05-31,851.0
113/2022,2022-02-01,2024-05-31,850.0
114/2022,2022-02-01,2024-05-31,850.0
116/2022,2022-02-02,2024-05-31,849.0
117/2022,2022-02-01,2024-05-31,850.0
118/2022,2022-02-02,2024-05-31,849.0
119/2022,2022-02-02,2024-05-31,849.0
122/2022,2022-02-02,2024-05-31,849.0
123/2022,2022-02-02,2024-05-31,849.0
124/2022,2022-02-02,2024-05-31,849.0
125/2022,2022-02-03,2024-05-31,848.0
126/2022,2022-02-02,2024-05-31,849.0
127/2022,2022-02-03,2024-05-31,848.0
130/2022,2022-02-03,2024-05-31,848.0
131/2022,2022-02-04,2024-05-31,847.0
132/2022,2022-02-04,2024-05-31,847.0
136/2022,2022-02-04,2024-05-31,847.0
146/2022,2022-02-08,2024-05-31,843.0
E022/2022,2022-01-10,2024-05-31,872.0
E056 /2022,2022-01-14,2024-05-31,868.0
E057/2022,2022-01-17,2024-05-31,865.0
E058/2022,2022-01-17,2024-05-31,865.0
E059/2022,2022-01-17,2024-05-31,865.0
E061/2022,2022-01-17,2024-05-31,865.0
E028/2022,2022-01-11,2024-05-31,871.0
E029/2022,2022-01-11,2024-05-31,871.0
E289/2022,2022-03-10,2024-05-31,813.0
E290/2022,2022-03-11,2024-05-31,812.0
E292/2022,2022-03-14,2024-05-31,809.0
E249/2022,2022-03-02,2024-05-31,821.0
E250/2022,2022-03-02,2024-05-31,821.0
E251/2022,2022-03-03,2024-05-31,820.0
E252/2022,2022-03-03,2024-05-31,820.0
E254/2022,2022-03-03,2024-05-31,820.0
E258/2022,2022-03-04,2024-05-31,819.0
E259/2022,2022-03-04,2024-05-31,819.0
E260/2022,2022-03-04,2024-05-31,819.0
E261/2022,2022-03-04,2024-05-31,819.0
E262/2022,2022-03-05,2024-05-31,818.0
E263/2022,2022-03-07,2024-05-31,816.0
E265/2022,2022-03-07,2024-05-31,816.0
E266/2022,2022-03-07,2024-05-31,816.0
E269/2022,2022-03-08,2024-05-31,815.0
E270/2022,2022-03-08,2024-05-31,815.0
E271/2022,2022-03-08,2024-05-31,815.0
E273/2022,2022-03-08,2024-05-31,815.0
E274/2022,2022-03-08,2024-05-31,815.0
E275/2022,2022-03-08,2024-05-31,815.0
E235/2022,2022-02-28,2024-05-31,823.0
E236/2022,2022-02-28,2024-05-31,823.0
E238/2022,2022-03-01,2024-05-31,822.0
E239/2022,2022-03-01,2024-05-31,822.0
E240/2022,2022-03-01,2024-05-31,822.0
E277/2022,2022-03-08,2024-05-31,815.0
E278/2022,2022-03-09,2024-05-31,814.0
E280/2022,2022-03-09,2024-05-31,814.0
E282/2022,2022-03-09,2024-05-31,814.0
E328/2022,2022-03-22,2024-05-31,801.0
E329/2022,2022-03-22,2024-05-31,801.0
E330/2022,2022-03-22,2024-05-31,801.0
E331/2022,2022-03-23,2024-05-31,800.0
E332/2022,2022-03-23,2024-05-31,800.0
E334/2022,2022-03-24,2024-05-31,799.0
E335/2022,2022-03-24,2024-05-31,799.0
E336/2022,2022-03-24,2024-05-31,799.0
E337/2022,2022-03-24,2024-05-31,799.0
E338/2022,2022-03-24,2024-05-31,799.0
E339/2022,2022-03-25,2024-05-31,798.0
E340/2022,2022-03-25,2024-05-31,798.0
E522/2022,2022-05-19,2024-05-31,743.0
E342/2022,2022-03-25,2024-05-31,798.0
E349/2022,2022-03-29,2024-05-31,794.0
E351/2022,2022-03-29,2024-05-31,794.0
E356/2022,2022-03-29,2024-05-31,794.0
E357/2022,2022-03-30,2024-05-31,793.0
E358/2022,2022-03-30,2024-05-31,793.0
E359/2022,2022-03-30,2024-05-31,793.0
E360/2022,2022-03-30,2024-05-31,793.0
E361/2022,2022-03-30,2024-05-31,793.0
E362/2022,2022-03-30,2024-05-31,793.0
E343/2022,2022-03-25,2024-05-31,798.0
E348/2022,2022-03-28,2024-05-31,795.0
E478/2022,2022-05-05,2024-05-31,757.0
E479/2022,2022-05-05,2024-05-31,757.0
E481/2022,2022-05-06,2024-05-31,756.0
E482/2022,2022-05-06,2024-05-31,756.0
E486/2022,2022-05-06,2024-05-31,756.0
E490/2022,2022-05-24,2024-05-31,738.0
E491/2022,2022-05-10,2024-05-31,752.0
E493/2022,2022-05-11,2024-05-31,751.0
E497/2022,2022-05-12,2024-05-31,750.0
E500/2022,2022-05-24,2024-05-31,738.0
E470/2022,2022-04-28,2024-05-31,764.0
E471/2022,2022-04-28,2024-05-31,764.0
E474/2022,2022-04-28,2024-05-31,764.0
E475/2022,2022-04-28,2024-05-31,764.0
E477/2022,2022-04-28,2024-05-31,764.0
E458/2022,2022-04-27,2024-05-31,765.0
E460/2022,2022-04-28,2024-05-31,764.0
461/2022,2022-04-27,2024-05-31,765.0
462/2022,2022-04-27,2024-05-31,765.0
464/2022,2022-04-27,2024-05-31,765.0
465/2022,2022-04-28,2024-05-31,764.0
468/2022,2022-04-28,2024-05-31,764.0
469/2022,2022-04-28,2024-05-31,764.0
435/2022,2022-04-25,2024-05-31,767.0
437/2022,2022-04-25,2024-05-31,767.0
438/2022,2022-04-25,2024-05-31,767.0
439/2022,2022-04-25,2024-05-31,767.0
442/2022,2022-04-25,2024-05-31,767.0
445/2022,2022-04-26,2024-05-31,766.0
446/2022,2022-04-26,2024-05-31,766.0
447/2022,2022-04-26,2024-05-31,766.0
448/2022,2022-04-26,2024-05-31,766.0
450/2022,2022-04-26,2024-05-31,766.0
451/2022,2022-04-24,2024-05-31,768.0
453/2022,2022-04-26,2024-05-31,766.0
456/2022,2022-04-26,2024-05-31,766.0
685/2022,2022-06-30,2024-05-31,701.0
686/2022,2022-06-30,2024-05-31,701.0
690/2022,2022-07-04,2024-05-31,697.0
694/2022,2022-07-05,2024-05-31,696.0
695/2022,2022-07-05,2024-05-31,696.0
703/2022,2022-07-05,2024-05-31,696.0
704/2022,2022-07-05,2024-05-31,696.0
705/2022,2022-07-05,2024-05-31,696.0
706/2022,2022-07-05,2024-05-31,696.0
707/2023,2023-07-05,2024-05-31,331.0
709/2022,2022-07-06,2024-05-31,695.0
723/2022,2022-07-06,2024-05-31,695.0
722/2022,2022-07-08,2024-05-31,693.0
710/2022,2022-07-06,2024-05-31,695.0
711/2022,2022-07-06,2024-05-31,695.0
713/2022,2022-07-06,2024-05-31,695.0
716/2022,2022-07-07,2024-05-31,694.0
725/2022,2022-07-08,2024-05-31,693.0
727/2022,2022-07-08,2024-05-31,693.0
730/2022,2022-07-10,2024-05-31,691.0
732/2022,2022-07-10,2024-05-31,691.0
734/2022,2022-07-12,2024-05-31,689.0
735/2022,2022-07-13,2024-05-31,688.0
736/2022,2022-07-13,2024-05-31,688.0
737/2022,2022-07-13,2024-05-31,688.0
738/2022,2022-07-13,2024-05-31,688.0
739/2022,2022-07-13,2024-05-31,688.0
742/2022,2022-07-14,2024-05-31,687.0
724/2022,2022-07-08,2024-05-31,693.0
740/2022,2022-07-13,2024-05-31,688.0
747/2022,2022-07-14,2024-05-31,687.0
746/2022,2022-07-14,2024-05-31,687.0
743/2022,2022-07-14,2024-05-31,687.0
754/2022,2022-07-16,2024-05-31,685.0
750/2022,2022-07-15,2024-05-31,686.0
753/2022,2022-07-15,2024-05-31,686.0
752/2022,2022-07-15,2024-05-31,686.0
856/2022,2022-08-08,2024-05-31,662.0
855/2022,2022-08-08,2024-05-31,662.0
857/2022,2022-08-12,2024-05-31,658.0
858/2022,2022-08-15,2024-05-31,655.0
861/2022,2022-08-15,2024-05-31,655.0
862/2022,2022-08-15,2024-05-31,655.0
864/2022,2022-08-15,2024-05-31,655.0
867/2022,2022-08-17,2024-05-31,653.0
860/2022,2022-08-15,2024-05-31,655.0
863/2022,2022-08-15,2024-05-31,655.0
868/2022,2022-08-17,2024-05-31,653.0
859/2022,2022-07-15,2024-05-31,686.0
868/2022,2022-08-17,2024-05-31,653.0
878/2022,2022-08-23,2024-05-31,647.0
880/2022,2022-08-23,2024-05-31,647.0
876/2022,2022-08-22,2024-05-31,648.0
887/2022,2022-08-25,2024-05-31,645.0
900/2022,2022-08-25,2024-05-31,645.0
875/2022,2022-08-22,2024-05-31,648.0
874/2022,2022-08-22,2024-05-31,648.0
873/2022,2022-08-19,2024-05-31,651.0
871/2022,2022-08-19,2024-05-31,651.0
917/2022,2022-09-01,2024-05-31,638.0
924/2022,2022-09-02,2024-05-31,637.0
883/2022,2022-09-02,2024-05-31,637.0
929/2022,2022-09-02,2024-05-31,637.0
940/2022,2022-09-06,2024-05-31,633.0
908/2022,2022-08-29,2024-05-31,641.0
946/2022,2022-09-08,2024-05-31,631.0
885/2022,2022-08-25,2024-05-31,645.0
909/2022,2022-08-29,2024-05-31,641.0
961/2022,2022-09-12,2024-05-31,627.0
980/2022,2022-09-16,2024-05-31,623.0
983/2022,2022-09-19,2024-05-31,620.0
984/2022,2022-09-19,2024-05-31,620.0
988/2022,2022-09-19,2024-05-31,620.0
989/2022,2022-09-19,2024-05-31,620.0
994/2022,2022-09-19,2024-05-31,620.0
998/2022,2022-09-20,2024-05-31,619.0
987/2022,2022-09-19,2024-05-31,620.0
978/2022,2022-09-19,2024-05-31,620.0
976/2022,2022-09-15,2024-05-31,624.0
973/2022,2022-09-15,2024-05-31,624.0
971/2022,2022-09-14,2024-05-31,625.0
970/2022,2022-09-14,2024-05-31,625.0
966/2022,2022-09-12,2024-05-31,627.0
964/2022,2022-09-12,2024-05-31,627.0
963/2022,2022-09-12,2024-05-31,627.0
958/2022,2022-09-12,2024-05-31,627.0
957/2022,2022-09-12,2024-05-31,627.0
956/2022,2022-09-12,2024-05-31,627.0
955/2022,2022-09-08,2024-05-31,631.0
954/2022,2022-09-08,2024-05-31,631.0
952/2022,2022-09-08,2024-05-31,631.0
951/2022,2022-09-08,2024-05-31,631.0
948/2022,2022-09-08,2024-05-31,631.0
1018/2022,2022-09-26,2024-05-31,613.0
962/2022,2022-09-12,2024-05-31,627.0
1013/2022,2022-09-23,2024-05-31,616.0
972/2022,2022-09-14,2024-05-31,625.0
982/2022,2022-09-19,2024-05-31,620.0
943/2022,2022-09-06,2024-05-31,633.0
941/2022,2022-09-06,2024-05-31,633.0
932/2022,2022-09-02,2024-05-31,637.0
936/2022,2022-09-05,2024-05-31,634.0
935/2022,2022-09-05,2024-05-31,634.0
934/2022,2022-09-08,2024-05-31,631.0
933/2022,2022-09-05,2024-05-31,634.0
918/2022,2022-09-02,2024-05-31,637.0
928/2022,2022-09-05,2024-05-31,634.0
926/2022,2022-09-02,2024-05-31,637.0
911/2022,2022-08-30,2024-05-31,640.0
916/2022,2022-09-06,2024-05-31,633.0
914/2022,2022-08-31,2024-05-31,639.0
913/2022,2022-08-20,2024-05-31,650.0
907/2022,2022-08-29,2024-05-31,641.0
906/2022,2022-08-26,2024-05-31,644.0
903/2022,2022-08-25,2024-05-31,645.0
904/2022,2022-08-26,2024-05-31,644.0
894/2022,2022-08-30,2024-05-31,640.0
882/2022,2022-08-23,2024-05-31,647.0
1032/2022,2022-09-28,2024-05-31,611.0
1031/2022,2022-09-28,2024-05-31,611.0
1029/2022,2022-09-28,2024-05-31,611.0
1026/2022,2022-09-28,2024-05-31,611.0
1024/2022,2022-09-27,2024-05-31,612.0
1022/2022,2022-09-28,2024-05-31,611.0
1021/2022,2022-09-27,2024-05-31,612.0
1019/2022,2022-09-26,2024-05-31,613.0
1017/2022,2022-09-28,2024-05-31,611.0
1015/2022,2022-09-26,2024-05-31,613.0
1014/2022,2022-09-26,2024-05-31,613.0
1012/2022,2022-09-22,2024-05-31,617.0
1010/2022,2022-09-22,2024-05-31,617.0
1008/2022,2022-09-22,2024-05-31,617.0
1007/2022,2022-09-22,2024-05-31,617.0
1006/2022,2022-09-22,2024-05-31,617.0
1005/2022,2022-09-21,2024-05-31,618.0
1004/2022,2022-09-21,2024-05-31,618.0
1001/2022,2022-09-20,2024-05-31,619.0
E044/2023,2023-01-11,2024-05-31,506.0
E046/2023,2023-01-10,2024-05-31,507.0
50/2023,2023-01-12,2024-05-31,505.0
53/2023,2023-01-12,2024-05-31,505.0
55/2023,2023-01-12,2024-05-31,505.0
E056/2023,2023-01-12,2024-05-31,505.0
E060/2023,2023-01-16,2024-05-31,501.0
E064/2023,2023-01-17,2024-05-31,500.0
66/49/2023,2023-03-06,2024-05-31,452.0
77/2023,2023-01-20,2024-05-31,497.0
E103/2023,2023-01-25,2024-05-31,492.0
E102/2023,2023-01-25,2024-05-31,492.0
E095/2023,2023-01-24,2024-05-31,493.0
E128/2023,2023-02-22,2024-05-31,464.0
E121/2023,2023-01-27,2024-05-31,490.0
E119/2023,2023-01-28,2024-05-31,489.0
E115/2023,2023-01-31,2024-05-31,486.0
E116/2023,2023-01-26,2024-05-31,491.0
E113/2023,2023-01-26,2024-05-31,491.0
E109/2023,2023-01-25,2024-05-31,492.0
E108/2023,2023-01-25,2024-05-31,492.0
E107/2023,2023-01-25,2024-05-31,492.0
E164/2023,2023-02-02,2024-05-31,484.0
E165/2023,2023-02-02,2024-05-31,484.0
E166/2023,2023-02-02,2024-05-31,484.0
E167/2023,2023-02-02,2024-05-31,484.0
E168/2023,2023-02-02,2024-05-31,484.0
E169/2023,2023-02-02,2024-05-31,484.0
E171/2023,2023-02-02,2024-05-31,484.0
E235/2023,2023-02-10,2024-05-31,476.0
E242/2023,2023-02-13,2024-05-31,473.0
E247/2023,2023-02-14,2024-05-31,472.0
E249/2023,2023-02-14,2024-05-31,472.0
E251/2023,2023-02-14,2024-05-31,472.0
E252/2023,2023-02-14,2024-05-31,472.0
E254/2023,2023-02-14,2024-05-31,472.0
E198/2023,2023-02-08,2024-05-31,478.0
E199/2023,2023-02-08,2024-05-31,478.0
E200/2023,2023-02-07,2024-05-31,479.0
E203/2023,2023-02-07,2024-05-31,479.0
E207/2023,2023-02-08,2024-05-31,478.0
196/2023,2023-02-07,2024-05-31,479.0
E211/2023,2023-02-08,2024-05-31,478.0
E212/2023,2023-02-08,2024-05-31,478.0
E181/2023,2023-02-03,2024-05-31,483.0
E182/2023,2023-02-03,2024-05-31,483.0
E183/2023,2023-02-03,2024-05-31,483.0
E186/2023,2023-02-03,2024-05-31,483.0
E188/2023,2023-02-03,2024-05-31,483.0
E191/2023,2023-02-06,2024-05-31,480.0
E193/2023,2023-02-06,2024-05-31,480.0
E194/2023,2023-02-06,2024-05-31,480.0
E309/2023,2023-02-23,2024-05-31,463.0
E310/2023,2023-02-20,2024-05-31,466.0
E311/2023,2023-02-23,2024-05-31,463.0
E312/2023,2023-02-23,2024-05-31,463.0
E716/2023,2023-05-11,2024-05-31,386.0
E715/2023,2023-05-11,2024-05-31,386.0
E714/2023,2023-05-11,2024-05-31,386.0
E712/2023,2023-05-11,2024-05-31,386.0
E711/2023,2023-05-11,2024-05-31,386.0
E709/2023,2023-05-11,2024-05-31,386.0
E704/2023,2023-05-10,2024-05-31,387.0
699/2023,2023-05-09,2024-05-31,388.0
E695/2023,2023-05-09,2024-05-31,388.0
E697/2023,2023-05-09,2024-05-31,388.0
E758/2023,2023-05-22,2024-05-31,375.0
E756/2023,2023-05-23,2024-05-31,374.0
E757/2023,2023-05-16,2024-05-31,381.0
E753/2023,2023-05-22,2024-05-31,375.0
E752/2023,2023-05-22,2024-05-31,375.0
E751/2023,2023-05-22,2024-05-31,375.0
E750/2023,2023-05-19,2024-05-31,378.0
E745/2023,2023-05-22,2024-05-31,375.0
E748/2023,2023-05-19,2024-05-31,378.0
E749/2023,2023-05-19,2024-05-31,378.0
E744/2023,2023-05-19,2024-05-31,378.0
E741/2023,2023-05-18,2024-05-31,379.0
E739/2023,2023-05-18,2024-05-31,379.0
E738/2023,2023-05-17,2024-05-31,380.0
E731/2023,2023-05-24,2024-05-31,373.0
E733/2023,2023-05-12,2024-05-31,385.0
E734/2023,2023-05-22,2024-05-31,375.0
E729/2023,2023-05-16,2024-05-31,381.0
E727/2023,2023-05-15,2024-05-31,382.0
E725/2023,2023-05-12,2024-05-31,385.0
E719/2023,2023-05-12,2024-05-31,385.0
E718/2023,2023-05-12,2024-05-31,385.0
E717/2023,2023-05-11,2024-05-31,386.0
E546/2023,2023-04-04,2024-05-31,423.0
E551/2023,2023-04-06,2024-05-31,421.0
E555/2023,2023-04-06,2024-05-31,421.0
E556/2023,2023-04-06,2024-05-31,421.0
E559/2023,2023-04-06,2024-05-31,421.0
E560/2023,2023-04-06,2024-05-31,421.0
E563/2023,2023-04-06,2024-05-31,421.0
E564/2023,2023-04-06,2024-05-31,421.0
E566/2023,2023-04-12,2024-05-31,415.0
E567/2023,2023-04-11,2024-05-31,416.0
E570/2023,2023-04-12,2024-05-31,415.0
E572/2023,2023-04-12,2024-05-31,415.0
E574/2023,2023-04-12,2024-05-31,415.0
E575/2023,2023-04-12,2024-05-31,415.0
E577/2023,2023-04-12,2024-05-31,415.0
E578/2023,2023-04-12,2024-05-31,415.0
E581/2023,2023-04-12,2024-05-31,415.0
E583/2023,2023-04-13,2024-05-31,414.0
E588/2023,2023-04-11,2024-05-31,416.0
E590/2023,2023-04-14,2024-05-31,413.0
E592/2023,2023-04-14,2024-05-31,413.0
E594/2023,2023-04-17,2024-05-31,410.0
E595/2023,2023-04-17,2024-05-31,410.0
E596/2023,2023-04-17,2024-05-31,410.0
E599/2023,2023-04-17,2024-05-31,410.0
E601/2023,2023-04-18,2024-05-31,409.0
E603/2023,2023-04-18,2024-05-31,409.0
E608/2023,2023-04-19,2024-05-31,408.0
E609/2023,2023-04-19,2024-05-31,408.0
E612/2023,2023-04-20,2024-05-31,407.0
E615/2023,2023-04-24,2024-05-31,403.0
E616/2023,2023-04-19,2024-05-31,408.0
E617/2023,2023-04-20,2024-05-31,407.0
E618/2023,2023-04-20,2024-05-31,407.0
E620/2023,2023-04-20,2024-05-31,407.0
E621/2023,2023-04-20,2024-05-31,407.0
E622/2023,2023-04-24,2024-05-31,403.0
E623/2023,2023-04-24,2024-05-31,403.0
E625/2023,2023-04-24,2024-05-31,403.0
E627/2023,2023-04-24,2024-05-31,403.0
E628/2023,2023-04-24,2024-05-31,403.0
E630/2023,2023-04-24,2024-05-31,403.0
E656/2023,2023-04-28,2024-05-31,399.0
E657/2023,2023-04-28,2024-05-31,399.0
E662/2023,2023-05-02,2024-05-31,395.0
E664/2023,2023-05-02,2024-05-31,395.0
E666/2023,2023-05-05,2024-05-31,392.0
E667/2023,2023-05-03,2024-05-31,394.0
E668/2023,2023-05-03,2024-05-31,394.0
E671/2023,2023-05-04,2024-05-31,393.0
E672/2023,2023-05-04,2024-05-31,393.0
E684/2023,2023-05-05,2024-05-31,392.0
E685/2023,2023-05-09,2024-05-31,388.0
E686/2023,2023-05-06,2024-05-31,391.0
E687/2023,2023-05-05,2024-05-31,392.0
E689/2023,2023-05-05,2024-05-31,392.0
E694/2023,2023-05-05,2024-05-31,392.0
E1127/2023,2023-07-26,2024-05-31,310.0
E1129/2023,2023-07-26,2024-05-31,310.0
E1131/2023,2023-07-27,2024-05-31,309.0
E1132/2023,2023-07-27,2024-05-31,309.0
E1133/2023,2023-07-07,2024-05-31,329.0
E1036/2023,2023-07-07,2024-05-31,329.0
E1037/2023,2023-07-07,2024-05-31,329.0
E1038/2023,2023-07-07,2024-05-31,329.0
E1039/2023,2023-07-10,2024-05-31,326.0
E1040/2023,2023-07-07,2024-05-31,329.0
E1043/2023,2023-07-07,2024-05-31,329.0
E1044/2023,2023-07-07,2024-05-31,329.0
E1045/2023,2023-07-10,2024-05-31,326.0
E1046/2023,2023-07-10,2024-05-31,326.0
E1049/2023,2023-07-10,2024-05-31,326.0
E1050/2023,2023-07-11,2024-05-31,325.0
E1051/2023,2023-07-10,2024-05-31,326.0
E1053/2023,2023-07-11,2024-05-31,325.0
E1054/2023,2023-07-11,2024-05-31,325.0
E1060/2023,2023-07-13,2024-05-31,323.0
E1062/2023,2023-07-13,2024-05-31,323.0
E1063/2023,2023-07-13,2024-05-31,323.0
E1064/2023,2023-07-13,2024-05-31,323.0
E1065/2023,2023-07-13,2024-05-31,323.0
E1213/2023,2023-08-09,2024-05-31,296.0
E1214/2023,2023-09-09,2024-05-31,265.0
E1215/2023,2023-08-09,2024-05-31,296.0
E1219/2023,2023-08-10,2024-05-31,295.0
E1221/2023,2023-08-11,2024-05-31,294.0
E1224/2023,2023-08-11,2024-05-31,294.0
E1225/2023,2023-08-11,2024-05-31,294.0
E1226/2023,2023-08-11,2024-05-31,294.0
E1227/2023,2023-08-17,2024-05-31,288.0
E1230/2023,2023-08-23,2024-05-31,282.0
E1231/2023,2023-08-14,2024-05-31,291.0
E1236/2023,2023-08-15,2024-05-31,290.0
E1237/2023,2023-08-16,2024-05-31,289.0
E1239/2023,2023-08-16,2024-05-31,289.0
E1240/2023,2023-08-16,2024-05-31,289.0
E1241/2023,2023-08-16,2024-05-31,289.0
E1242/2023,2023-08-17,2024-05-31,288.0
E1243/2023,2023-08-10,2024-05-31,295.0
E1245/2023,2023-08-18,2024-05-31,287.0
E1246/2023,2023-08-18,2024-05-31,287.0
E1247/2023,2023-08-21,2024-05-31,284.0
747/2017,2017-05-31,2024-05-31,2557.0
721/2017,2017-05-29,2024-05-31,2559.0
720/2017,2017-05-31,2024-05-31,2557.0
698/2017,2017-05-23,2024-05-31,2565.0
563/2017,2017-06-09,2024-05-31,2548.0
715/2017,2017-05-26,2024-05-31,2562.0
88/2017,2017-01-24,2024-05-31,2684.0
734/2017,2017-05-30,2024-05-31,2558.0
604/2017,2017-05-05,2024-05-31,2583.0
788/2017,2017-06-20,2024-05-31,2537.0
797/2017,2017-09-20,2024-05-31,2445.0
772/2017,2017-06-08,2024-05-31,2549.0
458/2017,2017-04-04,2024-05-31,2614.0
607/2017,2017-05-05,2024-05-31,2583.0
650/2017,2017-05-12,2024-05-31,2576.0
635/2017,2017-05-11,2024-05-31,2577.0
448/2017,2017-04-04,2024-05-31,2614.0
487/2017,2017-04-18,2024-05-31,2600.0
738/2017,2017-05-30,2024-05-31,2558.0
728/2017,2017-05-29,2024-05-31,2559.0
776/2017,2017-06-08,2024-05-31,2549.0
566/2017,2017-06-09,2024-05-31,2548.0
569/2017,2017-06-12,2024-05-31,2545.0
672/2017,2017-05-17,2024-05-31,2571.0
29/2010,2010-02-21,2024-05-31,5213.0
